1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
7.510977752561141,-13.815510557964274,1.0589261276029098,Av,3.871201031741224,Unf,42.118879389176534,285.04569699261486,Unf,7.6043963492945945,7.510977752561141,Gd,108.1387997020496,4.499809681441376,6.113682182044621,4.682131236383479,1.6094381124340804,2.1972246884473243,495.85044260453253,7.6043963492945945,7.6043963492945945,12.659734090736894
6.795705776292082,-13.815510557964274,0.6931476805598203,No,-13.815510557964274,Unf,29.899832792174607,133.3911627280826,Unf,7.581719640634993,6.795705776292082,TA,81.24038405251417,4.094344578888768,-13.815510557964274,-13.815510557964274,1.6094381124340804,1.6094381124340804,280.7853645711578,7.581719640634993,7.581719640634993,11.603679828247826
6.87109129564789,-13.815510557964274,0.6931476805598203,No,6.56948142181682,ALQ,12.767145373966727,176.32899070786377,Unf,7.560601163289119,6.87109129564789,TA,115.58546621872492,4.382026647173881,-13.815510557964274,-13.815510557964274,1.945910291912446,1.6094381124340804,276.2571688785732,7.560601163289119,7.603897969020386,12.004568269325562
7.4318919173998665,-13.815510557964274,1.0986126220013874,No,7.1049654490908605,GLQ,18.70828696059583,309.9707462389671,RFn,7.601901960374667,7.4318919173998665,Gd,115.17378174306859,4.2341065190900125,4.997212280520872,4.077537460854872,1.6094381124340804,2.079441666679828,439.8434731496244,7.601901960374667,7.601901960374667,12.509874099865527
7.340186835969045,-13.815510557964274,1.0986126220013874,No,-13.815510557964274,Unf,39.25557286551809,305.7979949108451,RFn,7.601402335083484,7.340186835969045,Gd,117.06408501756634,4.770684632940241,5.010635300762923,4.394449167018117,1.6094381124340804,1.945910291912446,433.78573095869746,7.601402335083484,7.601901960374667,12.230765258125423
7.1074254749297054,-13.815510557964274,0.6931476805598203,No,6.016157162137378,GLQ,28.47806174935366,165.48844637882655,RFn,7.602900462703757,7.1074254749297054,Gd,86.60254038421736,4.127134401174124,-13.815510557964274,4.727387827561898,1.6094381124340804,1.945910291912446,360.2025785129806,7.602900462703757,7.603399340239423,12.128111104065868
7.18841273725224,-13.815510557964274,1.0986126220013874,No,6.466144725792829,Rec,21.09502313343126,179.0163103259855,Unf,7.5832475248122675,7.18841273725224,TA,93.0483745209985,4.430816810748075,4.615120526742249,4.927253692403581,1.6094381124340804,1.7917596358947079,328.49901711335656,7.5832475248122675,7.5832475248122675,11.982929094222214
6.545349661771201,6.57925121339899,1.0986126220013874,No,6.4035741995904445,ALQ,9.591663098754042,193.64521523470174,Unf,7.60040233500065,7.25559127495988,Gd,50.7148893422829,3.1780538720146114,-13.815510557964274,3.7841896566455335,1.6094381124340804,1.945910291912446,229.84626907973913,7.60040233500065,7.60040233500065,11.951180395907835
6.265301214638851,6.135564893246241,0.6931476805598203,Gd,6.135564893246241,GLQ,0.001,129.4462896039195,Unf,7.587310506529458,6.895682698760013,TA,39.94996872339201,3.0445224853424695,-13.815510557964274,4.615120526742249,1.6094381124340804,1.3862946111198593,165.57538807461793,7.587310506529458,7.587310506529458,11.418614785509977
6.76734312641614,5.855071925067756,1.0986126220013874,No,5.9269260286370775,ALQ,18.97366598736259,179.0163103259855,Unf,7.6024013361650695,7.1049654490908605,TA,77.45966693060332,4.094344578888768,-13.815510557964274,-13.815510557964274,1.7917596358947079,1.7917596358947079,240.09053062546303,7.570958583684209,7.575584652070613,11.782952602190923
