1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
7.510977752561141,1e-06,2.883273058823529,Av,48.000001,Unf,42.118879389176534,285.04569699261486,Unf,2007.000001,7.510977752561141,Gd,108.1387997020496,90.000001,452.000001,108.000001,5.000001,9.000001,495.85044260453253,2007.000001,2007.000001,314813.000001
6.795705776292082,1e-06,2.000001,No,1e-06,Unf,29.899832792174607,133.3911627280826,Unf,1962.000001,6.795705776292082,TA,81.24038405251417,60.000001,1e-06,1e-06,5.000001,5.000001,280.7853645711578,1962.000001,1962.000001,109500.000001
6.87109129564789,1e-06,2.000001,No,713.000001,ALQ,12.767145373966727,176.32899070786377,Unf,1921.000001,6.87109129564789,TA,115.58546621872492,80.000001,1e-06,1e-06,7.000001,5.000001,276.2571688785732,1921.000001,2006.000001,163500.000001
7.4318919173998665,1e-06,3.000001,No,1218.000001,GLQ,18.70828696059583,309.9707462389671,RFn,2002.000001,7.4318919173998665,Gd,115.17378174306859,69.000001,148.000001,59.000001,5.000001,8.000001,439.8434731496244,2002.000001,2002.000001,271000.000001
7.340186835969045,1e-06,3.000001,No,1e-06,Unf,39.25557286551809,305.7979949108451,RFn,2001.000001,7.340186835969045,Gd,117.06408501756634,118.000001,150.000001,81.000001,5.000001,7.000001,433.78573095869746,2001.000001,2002.000001,205000.000001
7.1074254749297054,1e-06,2.000001,No,410.000001,GLQ,28.47806174935366,165.48844637882655,RFn,2004.000001,7.1074254749297054,Gd,86.60254038421736,62.000001,1e-06,113.000001,5.000001,7.000001,360.2025785129806,2004.000001,2005.000001,185000.000001
7.18841273725224,1e-06,3.000001,No,643.000001,Rec,21.09502313343126,179.0163103259855,Unf,1965.000001,7.18841273725224,TA,93.0483745209985,84.000001,101.000001,138.000001,5.000001,6.000001,328.49901711335656,1965.000001,1965.000001,160000.000001
6.545349661771201,720.000001,3.000001,No,604.000001,ALQ,9.591663098754042,193.64521523470174,Unf,1999.000001,7.25559127495988,Gd,50.7148893422829,24.000001,1e-06,44.000001,5.000001,7.000001,229.84626907973913,1999.000001,1999.000001,155000.000001
6.265301214638851,462.000001,2.000001,Gd,462.000001,GLQ,0.001,129.4462896039195,Unf,1973.000001,6.895682698760013,TA,39.94996872339201,21.000001,1e-06,101.000001,5.000001,4.000001,165.57538807461793,1973.000001,1973.000001,91000.000001
6.76734312641614,349.000001,3.000001,No,375.000001,ALQ,18.97366598736259,179.0163103259855,Unf,2003.000001,7.1049654490908605,TA,77.45966693060332,60.000001,1e-06,1e-06,6.000001,6.000001,240.09053062546303,1941.000001,1950.000001,131000.000001
6.633318434596166,896.000001,3.000001,No,1e-06,Unf,27.31300058580163,164.4643500520705,Fin,2003.000001,7.4121603355490695,Gd,83.25262759216673,60.000001,92.000001,128.000001,5.000001,7.000001,242.9597764366177,2003.000001,2004.000001,165400.000001
7.216709487443672,1e-06,2.000001,Av,20.000001,ALQ,36.63331818167718,185.69680030917388,Unf,2005.000001,7.216709487443672,Gd,87.04596487488665,61.000001,256.000001,28.000001,5.000001,6.000001,393.0555456984131,2005.000001,2006.000001,194700.000001
6.957497371828426,788.000001,4.000001,No,1e-06,Unf,27.495454187919865,179.68676837780032,Unf,1966.000001,7.516977225148095,TA,87.74964387961926,70.000001,351.000001,124.000001,5.000001,6.000001,245.56073305763957,1966.000001,1966.000001,155000.000001
7.226209010827945,1e-06,2.000001,No,1e-06,Unf,36.9729631081957,182.69715265735073,Unf,1954.000001,7.226209010827945,TA,106.34848377386487,75.000001,1e-06,30.000001,5.000001,6.000001,394.2074614860903,1954.000001,1954.000001,140000.000001
7.022868086973907,1e-06,2.000001,No,144.000001,GLQ,13.114877086728644,208.0375691438872,Unf,1948.000001,7.022868086973907,Gd,109.54451150559758,100.000001,1e-06,36.000001,7.000001,5.000001,288.2915026215588,1948.000001,2005.000001,147000.000001
7.266827348218915,1e-06,2.000001,Gd,680.000001,ALQ,17.000000029411765,227.32335479673512,Unf,1978.000001,7.266827348218915,Gd,127.11018842327314,69.000001,1e-06,180.000001,7.000001,5.000001,392.594538909461,1978.000001,1978.000001,194000.000001
